ID DGE;Nombre Playa o ZBM;Municipio;Isla;Provincia;Grado de Protección;Afluencia maxima anual;Riesgo;Playa o ZBM;Bandera azul;Acceso PMR;Ducha adaptada;Aseo adaptado;Baño asistido;Sombra PMR;Aparcamientos;Aseo;Lavapies;Duchas;Alquiler de sombrillas;Alquiler de hamacas;Alquiler nautico;Area Infantil;Area Deportiva;Longitud (m);Anchura (m);Composición;Color;Condiciones de baño;Condiciones de entorno;Condiciones de acceso;Carga poblacional;Latitud (º);Longitud (º);Fecha de última actualización
764193500;Playa Las Aguas;Garachico;Tenerife;Santa Cruz de Tenerife;null;null;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"250";"50";Bolos / Grava / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;<5.000;"28°22'14.30631278""N";"16°45'04.83215933""W";7/12/2023
764193600;Playa de la Consolación (El Gincho);Garachico;Tenerife;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"10";"18";Roca;;Aguas tranquilas;Aislada;A pie difícil;<5.000;"28°22'33.91365346""N";"16°44'35.72497375""W";7/12/2023
765196500;Playa de la Tabaiba;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"216";"26";Grava / Arena;;Aguas tranquilas;Aislada;A pie fácil;entre 20.000 y 100.000;"28°04'39.64091669""N";"16°30'02.87211517""W";7/12/2023
765196600;Playa de La Madera;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"401";"60";Bolos / Callaos;;Oleaje moderado;Aislada;A pie fácil;entre 20.000 y 100.000;"28°04'29.13191565""N";"16°30'18.11142071""W";7/12/2023
765196700;El Tanque del Vidrio;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"514";"56";Bolos / Callaos;;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"28°04'17.69228892""N";"16°30'23.71008559""W";7/12/2023
765196800;Playa de Cuevas del Trigo;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"100";"19";Arena;Oscura;;Aislada;A pie fácil;entre 20.000 y 100.000;"28°03'55.79453503""N";"16°30'42.08650268""W";7/12/2023
765197100;Playa Montaña Pelada;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"80";"20";Arena;Oscura;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"28°03'29.03809746""N";"16°31'17.66748837""W";7/12/2023
765197300;Playa de La Jaquita;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;Si;Si;Si;No;No;No;Si;Si;"245";"30";Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°03'00.61789903""N";"16°31'49.48235618""W";7/12/2023
765197400;Playa El Cabezo;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;Si;No;No;Si;No;No;"234";"75";Arena;Oscura;Oleaje moderado;Urbana;A pie fácil;entre 20.000 y 100.000;"28°02'42.03096919""N";"16°31'59.91920822""W";7/12/2023
765197500;Playa Chica;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;Si;Si;No;No;No;No;No;"23";"10";Roca / Grava / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil;entre 20.000 y 100.000;"28°02'38.41392567""N";"16°32'12.91438089""W";7/12/2023
765197600;Playa El Médano;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Alto;Alta;Bajo;Playa;No;No;null;null;null;null;Si;Si;Si;Si;Si;Si;Si;Si;Si;"320";"27";Arena;Dorada;Oleaje moderado / Ventosa;Urbana;A pie fácil;entre 20.000 y 100.000;"28°02'38.28180333""N";"16°32'19.76899976""W";7/12/2023
765197700;Playa de Leocadio Machado;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Alto;Alta;Medio;Playa;No;No;null;null;null;null;Si;Si;Si;Si;Si;Si;Si;No;Si;"929";"60";Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°02'16.50774280""N";"16°32'34.42412984""W";7/12/2023
765197800;Playa Montaña Roja;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"60";"20";Arena;Oscura;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"28°01'45.59233095""N";"16°33'05.15103328""W";7/12/2023
765197900;Playa de La Tejita;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;Si;No;No;Si;Si;No;No;No;"1000";"90";Arena;Oscura;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"28°01'54.16630372""N";"16°33'23.26056527""W";7/12/2023
765198000;Playa El Chinchorro;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"75";"12";Arena / Roca;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°01'48.35725252""N";"16°33'46.63984766""W";7/12/2023
765198100;Playa El Confital/Playa del Horno;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"165";"30";Arena / Roca;Oscura;Aguas tranquilas;Aislada;A pie fácil;entre 20.000 y 100.000;"28°01'52.50046234""N";"16°34'14.29050458""W";7/12/2023
765198200;Playa de La Mareta;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"85";"30";Arena / Grava;Oscura;Aguas tranquilas;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°01'51.15590751""N";"16°34'30.13387640""W";7/12/2023
765198300;Charco del Clérigo;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"14";"9";Roca;;Aguas tranquilas;Aislada;A pie difícil;entre 20.000 y 100.000;"28°01'44.70663046""N";"16°34'57.50046707""W";7/12/2023
765198400;Playa de Agua Dulce;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"29";"30";Callaos;;Oleaje moderado / Ventosa;Semiurbana;A pie difícil;entre 20.000 y 100.000;"28°01'46.15410769""N";"16°35'14.38293527""W";7/12/2023
765198500;Playa Grande;Granadilla de Abona;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"55";"35";Grava / Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°01'45.42166709""N";"16°35'44.09279867""W";7/12/2023
766200100;Santo Domingo;La Guancha;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"70";"17";Bolos / Grava;;Oleaje moderado;Aislada;A pie fácil / Coche;entre 5.000 y 20.000;"28°23'40.26292853""N";"16°40'31.58673082""W";7/12/2023
766200200;Charco de La Pulga;La Guancha;Tenerife;Santa Cruz de Tenerife;null;null;;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca / Bolos / Arena;;;Aislada;;entre 5.000 y 20.000;"28°24'02.19153469""N";"16°40'25.12502074""W";7/12/2023
766200300;Charco del Viento;La Guancha;Tenerife;Santa Cruz de Tenerife;null;null;;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;;;Roca / Bolos / Grava;;;Aislada;;entre 5.000 y 20.000;"28°24'02.33761021""N";"16°40'24.17240802""W";7/12/2023
766200400;Charco Verde;La Guancha;Tenerife;Santa Cruz de Tenerife;null;null;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;;;Roca;;;Aislada;;entre 5.000 y 20.000;"28°24'00.54562558""N";"16°39'32.59009206""W";7/12/2023
766200500;Charco de La Arena;La Guancha;Tenerife;Santa Cruz de Tenerife;null;null;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;;;Roca / Grava;;;Aislada;;entre 5.000 y 20.000;"28°24'03.25285048""N";"16°39'29.36127393""W";7/12/2023
767202100;Embarcadero Abama;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Moderado;Alta;;ZBM;No;No;null;null;null;null;No;Si;No;No;Si;Si;No;No;No;;;Roca;;;Aislada;;entre 20.000 y 100.000;"28°10'14.82874792""N";"16°48'19.64150864""W";7/12/2023
767202200;Playa de Abama;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Moderado;Alta;;Playa;No;No;null;null;null;null;No;Si;Si;Si;Si;Si;No;No;No;"100";"20";Arena;Dorada;Aguas tranquilas;Semiurbana;Coche;entre 20.000 y 100.000;"28°10'19.34370649""N";"16°48'18.66175375""W";7/12/2023
767202300;Playa del Roque;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"96";"18";Callaos;;;Semiurbana;;entre 20.000 y 100.000;"28°10'27.53462102""N";"16°48'24.31699573""W";7/12/2023
767202400;Playa de Agua Dulce;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"34";"13";Roca / Callaos;;;Urbana;;entre 20.000 y 100.000;"28°10'33.58903401""N";"16°48'30.26871836""W";7/12/2023
767202500;Playa de Los Callados;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"215";"40";Roca / Bolos;;Oleaje moderado;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°10'42.74080858""N";"16°48'40.13365690""W";7/12/2023
767202600;Playa de San Juan;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;Si;null;null;null;null;Si;Si;Si;Si;Si;Si;No;No;No;"360";"30";Arena;Oscura;Aguas tranquilas;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°10'49.07474201""N";"16°48'48.85480677""W";7/12/2023
767202700;Caleta de Las Viejas;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;ZBM;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;Si;"31";"10";Roca / Grava / Arena;;;Semiurbana;;entre 20.000 y 100.000;"28°10'54.66910318""N";"16°49'08.84885373""W";7/12/2023
767202800;Playa de Fonsalía;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"135";"25";Bolos / Grava;;Oleaje moderado;Urbana;Coche;entre 20.000 y 100.000;"28°11'10.38129789""N";"16°49'16.15146305""W";7/12/2023
767202900;Playa de Los Tarajales;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;;;Roca / Callaos / Grava;;;Aislada;;entre 20.000 y 100.000;"28°11'25.81839946""N";"16°49'24.42003866""W";7/12/2023
767203000;Playa La Carrera;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"167";"12";Roca / Callaos / Grava;;;Aislada;;entre 20.000 y 100.000;"28°11'43.95974561""N";"16°49'35.96648950""W";7/12/2023
767203100;Playa de Los Topos;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"128";"12";Roca / Callaos / Grava;;;Aislada;;entre 20.000 y 100.000;"28°11'47.17319018""N";"16°49'36.52003723""W";7/12/2023
767203200;Playa de Baja Larga;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"90";"8";Grava / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil;entre 20.000 y 100.000;"28°11'53.27226018""N";"16°49'41.25955909""W";7/12/2023
767203300;Playa Méndez;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"50";"15";Bolos / Grava;;Aguas tranquilas;Urbana;A pie fácil;entre 20.000 y 100.000;"28°11'59.00353247""N";"16°49'40.32661344""W";7/12/2023
767203400;La Playita;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;No;"30";"15";Grava / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°12'02.11385355""N";"16°49'43.23298504""W";19/8/2024
767203500;Pris de Alcalá;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Moderado;Alta;;ZBM;No;No;null;null;null;null;Si;No;No;Si;Si;Si;No;No;No;;;Roca;;;Urbana;;entre 20.000 y 100.000;"28°12'03.68060344""N";"16°49'45.88116417""W";7/12/2023
767203600;Piscina Sur de La Jaquita;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Moderado;Alta;;ZBM;No;Si;null;null;null;null;No;Si;No;Si;Si;Si;No;No;No;;;Roca;;;Semiurbana;;entre 20.000 y 100.000;"28°12'17.67549293""N";"16°50'04.28107266""W";7/12/2023
767203700;La Jaquita;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Alto;;;Playa;Si;Si;null;null;null;null;Si;Si;No;Si;Si;Si;No;No;No;"205";"33";Grava / Arena;Oscura;Aguas tranquilas;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°12'23.66342659""N";"16°50'05.16213377""W";7/12/2023
767203800;Piscina Norte de La Jaquita;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Alto;null;;ZBM;No;Si;null;null;null;null;No;Si;No;Si;Si;Si;No;No;No;;;Roca;;;Semiurbana;;entre 20.000 y 100.000;"28°12'26.83801686""N";"16°50'13.10060988""W";7/12/2023
767203900;Playa La piedra del Navío;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Alto;null;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"153";"18";Roca / Callaos / Grava;;;Aislada;;entre 20.000 y 100.000;"28°12'36.59895834""N";"16°50'09.79097129""W";7/12/2023
767204000;Playa del Callado Chico;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"60";"30";Grava / Arena;Oscura;Aguas tranquilas;Semiurbana;Coche;entre 20.000 y 100.000;"28°13'06.45424911""N";"16°50'13.40791908""W";7/12/2023
767204100;Playa de Punta Blanca;Guía de Isora;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"170";"10";Bolos / Grava;;Aguas tranquilas;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°12'48.46292042""N";"16°50'11.93044569""W";7/12/2023
768206100;El Socorro;Güimar;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;"1010";"15";Callaos / Grava;;Oleaje fuerte;Semiurbana;A pie fácil / Coche;<5.000;"28°19'26.32182441""N";"16°21'43.38536751""W";7/12/2023
768206200;El Puertito;Güimar;Tenerife;Santa Cruz de Tenerife;Alto;Alta;Medio;Playa;No;Si;null;null;null;null;Si;Si;Si;Si;No;No;No;Si;Si;"723";"12";Grava / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil;<5.000;"28°17'30.13238930""N";"16°22'37.87635439""W";7/12/2023
768206300;Piscina Natural La Caleta;Güimar;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;Si;null;null;null;null;No;No;No;No;No;No;No;No;No;"16";"13";Hormigón;;Aguas tranquilas;Urbana;A pie fácil / Coche;<5.000;"28°16'31.10481374""N";"16°23'02.10713490""W";7/12/2023
768206400;El Charquito;Güimar;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"20";"6";Callaos;;Oleaje moderado;Urbana;A pie fácil / Coche;<5.000;"28°16'29.87815303""N";"16°23'03.51401766""W";7/12/2023
768206500;Playa de La Caleta;Güimar;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;Si;null;null;null;null;No;Si;No;No;No;No;No;No;No;"29";"14";Grava / Arena;;Oleaje moderado;Urbana;A pie fácil / Coche;<5.000;"28°16'21.14577580""N";"16°23'05.26569388""W";7/12/2023
768206600;Piscina natural de Punta Prieta;Güimar;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;Si;null;null;null;null;No;No;No;No;No;No;No;No;No;"19";"17";Hormigón;;Aguas tranquilas;Urbana;A pie fácil / Coche;<5.000;"28°15'52.57785302""N";"16°23'15.46011806""W";7/12/2023
768206700;Piscina natural Los Barrancos;Güimar;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;Si;null;null;null;null;No;Si;No;No;No;No;No;No;No;"27";"17";Hormigón;;Aguas tranquilas;Urbana;A pie fácil / Coche;<5.000;"28°15'36.37881737""N";"16°23'33.05178636""W";7/12/2023
768206800;El Caletón;Güimar;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"9";"9";Callaos / Grava / Arena;;Oleaje moderado;Urbana;A pie fácil / Coche;<5.000;"28°14'58.95217811""N";"16°23'53.36282255""W";7/12/2023
768206900;Rabiosa;Güimar;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"36";"12";Grava / Callaos;;Oleaje moderado;Urbana;A pie fácil / Coche;<5.000;"28°14'58.01427679""N";"16°23'53.31570629""W";7/12/2023
768207000;El Tablado;Güimar;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;ZBM;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"14";"7";Grava / Callaos;;Oleaje moderado;Urbana;A pie fácil / Coche;<5.000;"28°14'23.14979301""N";"16°24'14.64645041""W";7/12/2023
769210100;San Marcos;Icod de los Vinos;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;Si;null;null;null;null;No;Si;No;Si;No;No;No;No;No;"160";"40";Arena;Oscura;Oleaje moderado;Urbana;A pie fácil;entre 20.000 y 100.000;"28°22'40.92138167""N";"16°43'25.67765192""W";7/12/2023
769210200;El Monis;Icod de los Vinos;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"130";"42";Callaos / Arena;Oscura;Oleaje fuerte;Semiurbana;A pie difícil;entre 20.000 y 100.000;"28°22'50.47758622""N";"16°43'22.56526208""W";7/12/2023
770212100;Playa Caleta de la Barranquera;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Moderado;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"112";"33";Roca / Callaos;;;Aislada;;más de 100.000;"28°32'16.74648583""N";"16°23'46.43362115""W";19/8/2024
770212200;Playa del Guincho o Caleta del Muerto;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;null;null;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"140";"22";Roca / Callaos;;;Aislada;;más de 100.000;"28°32'28.30113690""N";"16°23'30.97192014""W";7/12/2023
770212500;Piscinas Naturales de Jover;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;Alto;Alta;Bajo;ZBM;Si;No;null;null;null;null;No;No;No;Si;No;No;No;No;No;"209";"15";Roca / Cemento;;;Semiurbana;;más de 100.000;"28°32'49.13534612""N";"16°22'13.18750088""W";19/8/2024
770212600;Playa Las Cañitas;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"161";"20";Roca / Callaos;;;Aislada;;más de 100.000;"28°32'47.76242934""N";"16°22'08.75747119""W";19/8/2024
770212700;Playa y Piscinas Naturales de Bajamar;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;Alto;Alta;Bajo;Playa;Si;Si;null;null;null;null;No;Si;Si;Si;No;No;No;Si;Si;"200";"25";Grava / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;más de 100.000;"28°33'19.69939778""N";"16°20'44.13717882""W";7/12/2023
770212800;Playa del Arenal;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;null;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"700";"25";Grava / Arena;Oscura;Oleaje fuerte;Aislada;A pie fácil;más de 100.000;"28°33'29.41870734""N";"16°20'00.47751922""W";7/12/2023
770212900;Playa El Roquete;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;null;Media;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"120";"25";Grava;;Oleaje moderado;Urbana;A pie fácil / Coche;más de 100.000;"28°33'48.07486049""N";"16°19'55.30085212""W";7/12/2023
770213200;Piscina Natural de Punta del Hidalgo;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;Alto;Alta;Medio;ZBM;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;"98";"9";Cemento;;;Urbana;;más de 100.000;"28°33'59.37172695""N";"16°19'54.86520592""W";19/8/2024
770213300;Playa del Cercado;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Bajo;Playa;No;Si;null;null;null;null;No;No;No;No;No;No;No;Si;No;"165";"44";Callaos / Arena;Oscura;;Urbana;;más de 100.000;"28°34'01.02780066""N";"16°19'56.97143446""W";7/12/2023
770213400;Playa de Las Cuevillas;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"37";"13";Callaos / Arena;Oscura;;Urbana;;más de 100.000;"28°34'05.88656915""N";"16°19'56.58676197""W";7/12/2023
770213500;Playa 7 Chorros;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;Moderado;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"80";"10";Grava;;Oleaje moderado;Urbana;A pie fácil / Coche;más de 100.000;"28°34'13.11997350""N";"16°20'00.55968213""W";7/12/2023
770213700;Playa El Navío;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;null;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"350";"30";Bolos / Grava / Arena;Oscura;Oleaje fuerte;Aislada;A pie difícil;más de 100.000;"28°34'15.95129229""N";"16°18'57.23418014""W";7/12/2023
770213800;Playa de Troche;San Cristóbal de La Laguna;Tenerife;Santa Cruz de Tenerife;null;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"390";"25";Bolos / Grava;;Oleaje fuerte;Aislada;A pie difícil;más de 100.000;"28°34'16.49252127""N";"16°18'39.82807220""W";7/12/2023
771216100;El Caletón;La Matanza de Acentejo;Tenerife;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"60";"20";Bolos / Grava / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil;entre 5.000 y 20.000;"28°27'30.04883290""N";"16°27'50.22585291""W";7/12/2023
772218100;Playa El Bollullo;La Orotava;Tenerife;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;No;Si;No;No;Si;Si;No;No;No;"200";"40";Arena;Oscura;Oleaje fuerte;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"28°25'03.98897163""N";"16°31'12.13063226""W";7/12/2023
772218200;Playa los Patos;La Orotava;Tenerife;Santa Cruz de Tenerife;null;Media;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"900";"45";Arena;Oscura;Oleaje fuerte;Aislada;A pie difícil;entre 20.000 y 100.000;"28°25'10.97227107""N";"16°30'41.21937701""W";7/12/2023
772218300;Playa El Ancón;La Orotava;Tenerife;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"200";"20";Arena;Oscura;Oleaje fuerte;Aislada;A pie difícil;entre 20.000 y 100.000;"28°25'26.91605406""N";"16°30'14.38981458""W";7/12/2023
773220100;Martianez;Puerto de la Cruz;Tenerife;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;"350";"40";Bolos / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;46053;"28°25'09.55191742""N";"16°32'30.34232222""W";19/8/2024
773220200;San Telmo;Puerto de la Cruz;Tenerife;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;No;Si;null;null;No;Si;No;Si;No;No;No;No;No;"20";"20";Grava / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil;46053;"28°25'02.94064834""N";"16°32'47.78530940""W";19/8/2024
773220300;El Muelle;Puerto de la Cruz;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;"50";"15";Grava / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;46053;"28°25'03.40640751""N";"16°33'01.56873421""W";19/8/2024
773220400;Playa Jardín;Puerto de la Cruz;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;Si;Si;Si;No;No;Si;Si;Si;Si;Si;Si;No;No;Si;"250";"40";Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;46053;"28°24'47.85586918""N";"16°33'33.40063619""W";19/8/2024
773220500;Playa Chica;Puerto de la Cruz;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;Si;Si;Si;No;No;No;No;No;"130";"10";Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;46053;"28°24'43.49010954""N";"16°33'40.39227788""W";19/8/2024
773220600;Playa Punta Brava;Puerto de la Cruz;Tenerife;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;Si;Si;Si;null;No;Si;Si;No;Si;Si;Si;No;No;Si;"260";"40";Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;46053;"28°24'38.83925090""N";"16°33'47.62536550""W";19/8/2024
